pmid	title	Gene	gene_eid	start_offset	end_offset	abstract
19450559	STAT3 deletion sensitizes cells to oxidative stress.	IL-6	24498	292	296	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	321	326	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	ERK	24338	401	404	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	AKT	24185	416	419	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	461	466	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	566	571	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	695	700	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	844	849	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19450559	STAT3 deletion sensitizes cells to oxidative stress.	STAT3	25125	973	978	The transcription factor STAT1 plays a role in promoting apoptotic cell death, whereas the related STAT3 transcription factor protects cardiac myocytes from ischemia/reperfusion (I/R) injury or oxidative stress. Cytokines belonging to the IL-6 family activate the JAK-STAT3 pathway, but also activate other cytoprotective pathways such as the MAPK-ERK or the PI3-AKT pathway. It is therefore unclear whether STAT3 is the only cytoprotective mediator against oxidative stress-induced cell death. Overexpression of STAT3 in primary neonatal rat ventricular myocytes (NRVM) protects against I/R-induced cell death. Moreover, a dominant negative STAT3 adenovirus (Ad ST3-DN) enhanced apoptotic cell death (81.2+/-6.9%) compared to control infected NRVM (46.0+/-3.1%) following I/R. Depletion of STAT3 sensitized cells to apoptotic cell death following oxidative stress. These results provide direct evidence for the role of STAT3 as a cytoprotective transcription factor in cells exposed to oxidative stress.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	182	186	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	269	273	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	283	287	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	392	396	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	418	422	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	597	601	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	660	664	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	681	685	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	1012	1016	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	1086	1090	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	1211	1215	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19473976	Studies on the DIDS-binding site of monocarboxylate transporter 1 suggest a homology model of the open conformation and a plausible translocation cycle.	MCT1	503679	1894	1898	Site-directed mutagenesis of MCT1 was performed on exofacial lysines Lys(38), Lys(45), Lys(282), and Lys(413). K38Q-MCT1 and K38R-MCT1 were inactive when expressed at the plasma membrane of Xenopus laevis oocytes, whereas K45R/K282R/K413R-MCT1 and K45Q/K282Q/K413Q-MCT1 were active. The former exhibited normal reversible and irreversible inhibition by DIDS, whereas the latter showed less reversible and no irreversible inhibition. K45Q/K413Q-MCT1 retained some irreversible inhibition, whereas K45Q/K282Q-MCT1 and K282Q/K413Q-MCT1 did not. These data suggest that the two DIDS SO(3)(-) groups interact with positively charged Lys(282) together with Lys(45) and/or Lys(413). This positions one DIDS isothiocyanate group close to Lys(38), leading to its covalent modification and irreversible inhibition. Additional mutagenesis revealed that DIDS cross-links MCT1 to its ancillary protein embigin using either Lys(38) or Lys(290) of MCT1 and Lys(160) or Lys(164) of embigin. We have modeled a possible structure for the outward facing (open) conformation of MCT1 by employing modest rotations of the C-terminal domain of the inner facing conformation modeled previously. The resulting model structure has a DIDS-binding site consistent with experimental data and locates Lys(38) in a hydrophobic environment at the bottom of a substrate-binding channel. Our model suggests a translocation cycle in which Lys(38) accepts a proton before binding lactate. Both the lactate and proton are then passed through the channel via Asp(302-) and Asp(306+), an ion pair already identified as important for transport and located adjacent to Phe(360), which controls channel selectivity. The cross-linking data have also been used to model a structure of MCT1 bound to embigin that is consistent with published data.
19501573	Fine mapping of interactions between eEF1alpha protein and 3'UTR of metallothionein-1 mRNA.	eEF1alpha	171361	37	46	The localization of metallothionein-1 (MT-1) mRNA to the perinuclear cytoskeleton is determined by a signal in the 3'untranslated region (3'UTR) and trans-acting binding proteins. The present study carried out detailed mapping of this signal and further characterized the binding to elongation factor 1 alpha (eEF1alpha) and other interacting proteins. Electrophoresis mobility shift assays demonstrated that shortening of a stem region proximal to nucleotides 66-76 abrogated binding. Full length recombinant rat eEF1alpha, and independently domains I and III, formed complexes with the mRNA. Proteins binding to biotinylated MT-1 3'UTR sequences were isolated using RNA-affinity techniques, and mass spectrometry identified histidine-tRNA ligase as one of the major MT-1 3'UTR binding proteins. We conclude that a 5-bp internal stem in the MT-1 3'UTR is critical for binding of eEF1alpha and histidine-tRNA ligase, and that binding of eEF1alpha is facilitated through domains I and III.
